Car Name,Link,Year,KMage
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1103400083-b4442dde/,2005,212000
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1102984863-897d57b2/,2011,100000
Opel Monterey A,https://auto.ru/cars/used/sale/opel/monterey/1103337154-93c43fab/,1997,310511
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102934398-d97c4591/,2008,148909
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103167105-4efc3b3c/,2008,163000
Opel Astra H GTC,https://auto.ru/cars/used/sale/opel/astra/1102985183-bd474509/,2006,252541
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103263072-ac1017d5/,2010,180000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103147082-a8dbacd3/,2011,118000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102391977-6c486c11/,2007,173000
Opel Corsa C,https://auto.ru/cars/used/sale/opel/corsa/1103334743-c17f1ba2/,2000,166000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103288588-7e05a3d6/,2009,157000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103135344-1b35759a/,2008,302000
Opel Corsa C Рестайлинг,https://auto.ru/cars/used/sale/opel/corsa/1103281371-e8f84dfe/,2003,159000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103087959-12269ae2/,2008,288500
Opel Omega B Рестайлинг,https://auto.ru/cars/used/sale/opel/omega/1103286580-0b88fb4f/,1999,147100
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1103321484-e06dc69b/,2008,293647
Opel Zafira A,https://auto.ru/cars/used/sale/opel/zafira/1103377301-fac93cd8/,2000,265000
Opel Omega B Рестайлинг,https://auto.ru/cars/used/sale/opel/omega/1103105116-0faf4f07/,2000,327000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102965593-f7e98113/,2013,120000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103312059-2ecd6ab6/,2003,160000
Opel Omega B Рестайлинг,https://auto.ru/cars/used/sale/opel/omega/1103292589-14050e73/,2000,170000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103397580-4de62cd6/,2014,140000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103330735-6e334839/,2007,290000
Opel Corsa D Рестайлинг I,https://auto.ru/cars/used/sale/opel/corsa/1103053085-f2c32ad2/,2010,188101
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103111291-3564edfd/,2012,190000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103067351-c160cee1/,2013,130000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103221143-bd6c219a/,2008,270000
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1103031235-aad45e75/,2004,360000
Opel Astra F,https://auto.ru/cars/used/sale/opel/astra/1103246130-8b61ece7/,1997,300000
Opel Astra F,https://auto.ru/cars/used/sale/opel/astra/1103263411-6e9eece0/,1995,350000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103379329-a60cd6eb/,2008,137000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103407732-fec703bb/,1999,435309
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103063659-ce9c7ec3/,2010,103000
Opel Corsa C,https://auto.ru/cars/used/sale/opel/corsa/1103378806-a33e768c/,2001,190000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102959199-2aca891a/,2011,154000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103195539-65a40edb/,2007,92850
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1103389117-73f05b11/,2007,136800
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102992276-d3cea919/,2012,103000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103209974-fa45ece7/,2010,143800
Opel Omega B,https://auto.ru/cars/used/sale/opel/omega/1103316398-0dbfe8c5/,1998,350000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103330694-664b24ea/,2010,171000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103088618-7009bd32/,2010,210000
Opel Astra F C16NZ,https://auto.ru/cars/used/sale/opel/astra/1103075477-b50d93dc/,1993,100000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103258338-923dc079/,2008,218000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103158666-ee1cb8ec/,2008,190000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103186448-5b4753be/,2001,260000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103173503-14e64920/,2007,144000
Opel Vectra C,https://auto.ru/cars/used/sale/opel/vectra/1102352229-f29cf9e2/,2003,250000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103344227-902535b4/,2008,240000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103403321-94c6e1a5/,2010,355000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103187576-04aa349d/,2007,157000
Opel Omega B,https://auto.ru/cars/used/sale/opel/omega/1103147736-6491e0e9/,1998,350000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103285031-0b2e5434/,2012,114164
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103157025-5cfa530a/,2008,146000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103183604-2af9c6a8/,2007,222000
Opel Vectra B Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1103232823-b2b16885/,1999,290000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103291355-759ad827/,2007,120200
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103393277-c6d6a914/,2008,105000
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1102077437-9403a016/,1998,372000
Opel Corsa C,https://auto.ru/cars/used/sale/opel/corsa/1103340173-f9178927/,2003,276000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103054598-ebbe8c0c/,2006,272000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103379033-1b42e760/,2007,260000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1103160443-7bd1e7ae/,2008,155000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1103172262-d9119d79/,2007,189000
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1103377920-76b97eab/,2005,110000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103072438-66f1982d/,2007,229000
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1103056257-bd8a7997/,1998,184253
Opel Astra H GTC,https://auto.ru/cars/used/sale/opel/astra/1102571121-eddeae66/,2006,190000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103399047-eef1bb6f/,1998,231791
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103393224-8365bd10/,2008,185000
Opel Omega A,https://auto.ru/cars/used/sale/opel/omega/1103223569-23db79ca/,1987,323200
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103366211-9f044a44/,2007,186000
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1102936793-fdf8b763/,1996,186300
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103334588-ab380886/,2010,123000
Opel Corsa C,https://auto.ru/cars/used/sale/opel/corsa/1103323495-2003ff46/,2002,178139
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103135565-444ad14e/,2001,555000
Opel Vectra B Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1103379586-ed869965/,2001,178000
Opel Astra H GTC,https://auto.ru/cars/used/sale/opel/astra/1103178657-8a83a43b/,2006,157800
Opel Zafira B,https://auto.ru/cars/used/sale/opel/zafira/1102991338-38dbaf5b/,2006,145675
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103232530-dcc22304/,2008,290000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103150478-a6a27fe5/,2007,208000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103197606-36665c30/,2007,75000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103197655-275f0be3/,2008,196000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103342025-6e54d690/,2007,206000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103236818-29584f77/,2008,200153
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103131109-c7a88f9c/,2007,380000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103208145-0d347015/,2007,125455
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103110045-42821236/,2007,213000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102931384-40ca9e41/,2008,180000
Opel Vectra A,https://auto.ru/cars/used/sale/opel/vectra/1103226005-53789374/,1992,352981
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103232565-c7f48161/,2006,139983
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1103211906-aec5b303/,2006,182000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103220685-61b935d7/,2008,311000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103443713-9668908e/,2014,197537
Opel Frontera A,https://auto.ru/cars/used/sale/opel/frontera/1103443586-be9a2e44/,1993,300000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103325709-b02ba35e/,2013,100000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103191617-a2c8b9c4/,2014,32737
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1103370059-320e540b/,2006,188191
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103438080-eb4c6d0b/,2014,96000
Opel Corsa D Рестайлинг I,https://auto.ru/cars/used/sale/opel/corsa/1102850460-2a604646/,2011,127422
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103413255-af4555b5/,2011,148137
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1103434636-ed9c6b79/,2012,130136
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103434511-8dd1d893/,2008,359500
Opel Corsa D Рестайлинг I,https://auto.ru/cars/used/sale/opel/corsa/1103434496-cefad9fd/,2010,136000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1103260434-263fd47b/,2008,205000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103430454-08df62ff/,2014,31139
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1103273949-b45c1a91/,2009,186907
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1103290128-7367c374/,2013,89812
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1103388065-09936950/,2007,181863
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103426016-19f222b6/,2011,127000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103426543-c29dc4f2/,2011,176129
Opel Meriva B,https://auto.ru/cars/used/sale/opel/meriva/1103166228-6119e0fb/,2012,65889
Opel Zafira B,https://auto.ru/cars/used/sale/opel/zafira/1103166227-de2eac3f/,2007,157000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103421107-82619f49/,2014,75459
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103442508-72161b03/,2014,54000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103417884-a90c27cf/,2012,173899
Opel Corsa D Рестайлинг I,https://auto.ru/cars/used/sale/opel/corsa/1103416971-03cd23e1/,2011,115000
Opel Vectra B Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1103414118-4b640a68/,2001,326741
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103415065-281a5695/,2011,154600
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103160731-e4bfa8b9/,2010,175680
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103407931-36b85ee5/,2013,77478
Opel Meriva B,https://auto.ru/cars/used/sale/opel/meriva/1103405763-6cb24667/,2013,72620
Opel Insignia I Рестайлинг,https://auto.ru/cars/used/sale/opel/insignia/1102865444-15a88b3a/,2014,112267
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1102757166-f2dac388/,2013,95274
Opel Meriva B Рестайлинг,https://auto.ru/cars/used/sale/opel/meriva/1103393137-41d5ada8/,2013,37490
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103391483-9a75b424/,2014,107000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103442044-f379d6f4/,2013,199500
Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1103388684-fc907818/,2014,119535
Opel Zafira B,https://auto.ru/cars/used/sale/opel/zafira/1103388683-45967ba4/,2008,146266
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103387212-dc252ccf/,2012,130301
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103235334-43ad5d68/,2008,143000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103265715-8866974c/,2011,121095
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1103347926-295ba9bb/,2013,85979
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103441860-2c16a29f/,2008,205857
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1102941006-37f23b89/,2014,57996
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103381867-2c5e83f2/,2012,118505
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103441799-06730c2b/,2011,141000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1103441588-ccfe39b3/,2006,275000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103376751-92c4e7fc/,2010,152763
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102616256-9dfef19e/,2011,107651
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103375830-6266adc9/,2009,157293
Opel Antara I,https://auto.ru/cars/used/sale/opel/antara/1103441324-78145ac6/,2011,117000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103369424-ed007495/,2007,255000
Opel Antara I,https://auto.ru/cars/used/sale/opel/antara/1103364993-e57e6aea/,2008,236028
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103440457-e4c86bb9/,2008,95500
Opel Meriva A Рестайлинг,https://auto.ru/cars/used/sale/opel/meriva/1103357516-52416bb9/,2007,145900
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1101208257-4f6775e0/,2012,51804
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103361931-41283e5b/,2012,185000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103355443-34b171f8/,2010,154735
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103439372-f63e0b2d/,2012,192000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1103351467-dc7a6fd2/,2006,363000
Opel Agila A Рестайлинг,https://auto.ru/cars/used/sale/opel/agila/1103143503-39185275/,2006,113000
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1103349523-59177a79/,2013,90534
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103349524-64045f72/,2010,146362
Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1103439373-902f1f92/,2013,122000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103081966-2270c476/,2009,215091
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103345946-461a220c/,2013,111000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103024131-a762855b/,2010,171724
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103162439-dae8621d/,2011,134752
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103215218-1982ae78/,2013,101863
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1103048316-44d674ab/,2007,146927
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103342202-aa23f902/,2003,265000
Opel Zafira B,https://auto.ru/cars/used/sale/opel/zafira/1103342048-d96367d1/,2006,221234
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103438790-ff22fe91/,2011,91000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103338675-9950fe2c/,2010,125700
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102481194-db272ead/,2011,121000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103171197-a6c525f9/,2012,197940
Opel Meriva A Рестайлинг,https://auto.ru/cars/used/sale/opel/meriva/1103414842-5d3a7e43/,2007,225000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103334018-34d03961/,2007,181132
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102914801-ed1b064f/,2013,112000
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1103148409-b39f3467/,2012,146000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103086166-60b67f58/,2011,73962
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103274295-4fab3dc3/,2013,161000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103147719-c41d9b59/,2007,218293
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1102673787-647084be/,2007,176000
Opel Monterey A,https://auto.ru/cars/used/sale/opel/monterey/1103437733-a20af929/,1992,350000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103437630-f0e6fe1e/,1999,260000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103437574-ca6946d8/,2010,165000
Opel Corsa C Рестайлинг,https://auto.ru/cars/used/sale/opel/corsa/1103436803-4d1ff370/,2004,22244
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103315642-8b3e0a7d/,2012,223000
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1102429551-85275c63/,2013,87000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1100714504-7ed4cc82/,2011,245000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103434431-40e96f8a/,2013,190000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102114987-77420f7b/,2013,213069
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1102412616-e8cc655a/,2012,70996
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1102584209-01d624be/,2007,143816
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1103434028-7b6742c8/,2013,88292
Opel Corsa C,https://auto.ru/cars/used/sale/opel/corsa/1103434008-69f14051/,2003,150000
Opel Zafira C,https://auto.ru/cars/used/sale/opel/zafira/1102612190-e0b548aa/,2013,150000
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1103433914-b96a6dc3/,2013,120000
Opel Astra H GTC,https://auto.ru/cars/used/sale/opel/astra/1103433735-205dc745/,2007,160000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103244683-4df14562/,2012,165520
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103269338-e77518ba/,2013,100000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103433075-be29cae9/,2007,192000
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1103268898-387363ed/,2011,131000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103345116-eef4d016/,2008,228213
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103292150-fb62a377/,2011,113000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103432903-7102de90/,2006,146000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103132933-9916dc8d/,2011,160000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103432505-cd507866/,2010,139000
Opel Frontera B,https://auto.ru/cars/used/sale/opel/frontera/1102882748-cde1964e/,2001,220000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103050057-a6bcff05/,2014,183000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103158769-46b3594c/,2014,130400
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103146307-dc937868/,2011,128000
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1103220488-6db9963c/,2007,232252
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1102909150-6ebcc3ae/,2007,298000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103275472-7b180691/,2002,230000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103274535-2e44a3c5/,2012,158087
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1103271292-c7f21920/,1997,231348
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103256661-f80ab838/,2008,225000
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1103238458-f17f3fbd/,2013,138470
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103239935-3fcfc2a8/,2012,90000
Opel Meriva A Рестайлинг,https://auto.ru/cars/used/sale/opel/meriva/1103240453-2b655964/,2007,199000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103223284-4166718c/,2008,154394
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103221097-ae8512a9/,2013,79799
Opel Frontera B,https://auto.ru/cars/used/sale/opel/frontera/1102125627-4823a87d/,1998,267000
Opel Vectra A,https://auto.ru/cars/used/sale/opel/vectra/1101906712-50b9d9bf/,1991,280000
Opel Frontera A,https://auto.ru/cars/used/sale/opel/frontera/1102757058-1b68d23a/,1992,100000
Opel Frontera B,https://auto.ru/cars/used/sale/opel/frontera/1101288778-f155a042/,2000,40000
Opel Vivaro A,https://auto.ru/cars/used/sale/opel/vivaro/1101827698-bf42da54/,2004,650000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1084046023-c2682c86/,2012,117000
Opel Vivaro A Рестайлинг,https://auto.ru/cars/used/sale/opel/vivaro/1102683267-a484a58c/,2008,250000
Opel Zafira B,https://auto.ru/cars/used/sale/opel/zafira/1099827646-74ed3527/,2007,174000
Opel Omega B,https://auto.ru/cars/used/sale/opel/omega/1103430024-ecffc6dc/,1998,375000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1094846732-daee1716/,2006,281000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103429933-e41887ff/,2007,163900
Opel Commodore C,https://auto.ru/cars/used/sale/opel/commodore/1101521067-80660550/,1981,100000
Opel Frontera A,https://auto.ru/cars/used/sale/opel/frontera/1101621855-c01beb3e/,1993,100000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103429801-87f83b8e/,2010,110800
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1102674719-61d05c9d/,2007,198000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103429794-d996c94a/,2007,190000
Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1102894613-c473bf5a/,2012,180000
Opel Tigra A,https://auto.ru/cars/used/sale/opel/tigra/1102904095-7d01c87a/,1997,200000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1097030986-d64d1fd3/,2007,111431
Opel Vivaro A,https://auto.ru/cars/used/sale/opel/vivaro/1101562220-da66a8f7/,2003,400000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1096097426-0cd24079/,2015,110000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102725631-24ae7423/,2011,113000
Opel Tigra A,https://auto.ru/cars/used/sale/opel/tigra/1098501060-d337760c/,1996,200000
Opel Kadett E,https://auto.ru/cars/used/sale/opel/kadett/1099696400-cba93f28/,1988,47000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102666161-91832a23/,2012,210378
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1102866321-5ce301c9/,2013,65000
Opel Corsa D Рестайлинг I,https://auto.ru/cars/used/sale/opel/corsa/1102892739-6abf2d3c/,2010,91599
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1096478210-726cdd34/,2012,127000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1102836836-db758d85/,2008,260000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102911383-0561852f/,2012,119695
Opel Omega A,https://auto.ru/cars/used/sale/opel/omega/1101724271-1dc99b78/,1990,193000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102906436-512a733a/,2010,162000
Opel Super Six,https://auto.ru/cars/used/sale/opel/super_six/1098971126-bfa7b483/,1938,100000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103348324-9c58457a/,2010,196600
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1102878096-ce185d6d/,1998,299000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102905480-225df301/,2011,102000
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1101093438-98fbb6fe/,2011,200000
Opel Rekord C,https://auto.ru/cars/used/sale/opel/rekord/1084370401-356a8fba/,1969,300000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1101807506-5d9d0b61/,2013,102075
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1097016672-77581941/,2005,283831
Opel Signum I,https://auto.ru/cars/used/sale/opel/signum/1085849000-c9860201/,2003,249000
Opel Zafira B Рестайлинг ecoFLEX,https://auto.ru/cars/used/sale/opel/zafira/1102906730-2be3fc11/,2009,109000
Opel Meriva B,https://auto.ru/cars/used/sale/opel/meriva/1102817920-7ad66e35/,2011,55000
Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1101543090-92bca75d/,2015,152000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1102839819-a38edb21/,2008,91000
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1097097848-348c8f7e/,2011,129000
